WhiteName,WhiteNameHash,BlackName,BlackNameHash,WhiteResult,BlackResult,WhiteRank,BlackRank,Date,Round
zvjaginsev vadim,bc2e31be,polgar judit,a1896854,0.5,0.5,2652,2671,1999.08.10,4.2
short nigel d,c1a2666a,shirov alexei,ee2d7958,0.5,0.5,2675,2734,1999.08.10,4.2
gelfand boris,9bbae35f,khalifman alexander,391cd6ec,0.5,0.5,2713,2628,1999.08.10,4.2
ivanchuk vassily,0792a584,nisipeanu liviu dieter,44bded3b,0.5,0.5,2702,2584,1999.08.11,4.3
fedorov alexei,be8a74ac,movsesian sergei,bdde6281,0.5,0.5,2659,2659,1999.08.11,4.3
gelfand boris,9bbae35f,khalifman alexander,391cd6ec,0.5,0.5,2713,2628,1999.08.11,4.4
dreev alexey,a7e5ec7d,adams michael,7e2d180d,0.0,1.0,2679,2708,1999.08.11,4.6
adams michael,7e2d180d,dreev alexey,a7e5ec7d,0.5,0.5,2708,2679,1999.08.11,4.4
movsesian sergei,bdde6281,fedorov alexei,be8a74ac,0.5,0.5,2659,2659,1999.08.11,4.4
adams michael,7e2d180d,dreev alexey,a7e5ec7d,1.0,0.0,2708,2679,1999.08.11,4.5
topalov veselin,7a328ae2,kramnik vladimir,74d9425c,0.0,1.0,2690,2760,1999.08.11,4.4
polgar judit,a1896854,zvjaginsev vadim,bc2e31be,1.0,0.0,2671,2652,1999.08.11,4.4
nisipeanu liviu dieter,44bded3b,ivanchuk vassily,0792a584,1.0,0.0,2584,2702,1999.08.11,4.4
fedorov alexei,be8a74ac,movsesian sergei,bdde6281,0.0,1.0,2659,2659,1999.08.11,4.5
dreev alexey,a7e5ec7d,adams michael,7e2d180d,0.5,0.5,2679,2708,1999.08.11,4.3
movsesian sergei,bdde6281,fedorov alexei,be8a74ac,0.5,0.5,2659,2659,1999.08.11,4.6
zvjaginsev vadim,bc2e31be,polgar judit,a1896854,0.0,1.0,2652,2671,1999.08.11,4.3
kramnik vladimir,74d9425c,topalov veselin,7a328ae2,1.0,0.0,2760,2690,1999.08.11,4.3
khalifman alexander,391cd6ec,gelfand boris,9bbae35f,1.0,0.0,2628,2713,1999.08.11,4.3
akopian vladimir,27c35d7f,movsesian sergei,bdde6281,0.5,0.5,2646,2659,1999.08.12,5.1
kramnik vladimir,74d9425c,adams michael,7e2d180d,0.5,0.5,2760,2708,1999.08.12,5.1
khalifman alexander,391cd6ec,polgar judit,a1896854,1.0,0.0,2628,2671,1999.08.12,5.1
nisipeanu liviu dieter,44bded3b,shirov alexei,ee2d7958,0.5,0.5,2584,2734,1999.08.12,5.1
movsesian sergei,bdde6281,akopian vladimir,27c35d7f,0.5,0.5,2659,2646,1999.08.13,5.2
shirov alexei,ee2d7958,nisipeanu liviu dieter,44bded3b,0.0,1.0,2734,2584,1999.08.13,5.2
polgar judit,a1896854,khalifman alexander,391cd6ec,0.5,0.5,2671,2628,1999.08.13,5.2
adams michael,7e2d180d,kramnik vladimir,74d9425c,0.5,0.5,2708,2760,1999.08.13,5.2
adams michael,7e2d180d,kramnik vladimir,74d9425c,0.5,0.5,2708,2760,1999.08.14,5.3
adams michael,7e2d180d,kramnik vladimir,74d9425c,1.0,0.0,2708,2760,1999.08.14,5.5
kramnik vladimir,74d9425c,adams michael,7e2d180d,0.0,1.0,2760,2708,1999.08.14,5.6
kramnik vladimir,74d9425c,adams michael,7e2d180d,0.5,0.5,2760,2708,1999.08.14,5.4
movsesian sergei,bdde6281,akopian vladimir,27c35d7f,0.5,0.5,2659,2646,1999.08.14,5.4
akopian vladimir,27c35d7f,movsesian sergei,bdde6281,1.0,0.0,2646,2659,1999.08.14,5.3
khalifman alexander,391cd6ec,nisipeanu liviu dieter,44bded3b,1.0,0.0,2628,2584,1999.08.15,6.5
nisipeanu liviu dieter,44bded3b,khalifman alexander,391cd6ec,0.5,0.5,2580,2625,1999.08.15,6.6
adams michael,7e2d180d,akopian vladimir,27c35d7f,0.0,1.0,2708,2646,1999.08.15,6.1
khalifman alexander,391cd6ec,nisipeanu liviu dieter,44bded3b,0.5,0.5,2628,2584,1999.08.15,6.1
nisipeanu liviu dieter,44bded3b,khalifman alexander,391cd6ec,0.5,0.5,2584,2628,1999.08.16,6.2
akopian vladimir,27c35d7f,adams michael,7e2d180d,0.5,0.5,2646,2708,1999.08.16,6.2
adams michael,7e2d180d,akopian vladimir,27c35d7f,0.0,1.0,2708,2646,1999.08.17,6.3
khalifman alexander,391cd6ec,nisipeanu liviu dieter,44bded3b,1.0,0.0,2628,2584,1999.08.17,6.3
nisipeanu liviu dieter,44bded3b,khalifman alexander,391cd6ec,1.0,0.0,2584,2628,1999.08.19,6.4
akopian vladimir,27c35d7f,khalifman alexander,391cd6ec,0.0,1.0,2646,2628,1999.08.22,7.1
khalifman alexander,391cd6ec,akopian vladimir,27c35d7f,0.5,0.5,2628,2646,1999.08.23,7.2
akopian vladimir,27c35d7f,khalifman alexander,391cd6ec,1.0,0.0,2646,2628,1999.08.24,7.3
khalifman alexander,391cd6ec,akopian vladimir,27c35d7f,1.0,0.0,2628,2646,1999.08.26,7.4
akopian vladimir,27c35d7f,khalifman alexander,391cd6ec,0.5,0.5,2646,2628,1999.08.27,7.5
khalifman alexander,391cd6ec,akopian vladimir,27c35d7f,0.5,0.5,2628,2646,1999.08.28,7.6
bezgodov a,54d5a7b1,gulko b,9d03083c,0.5,0.5,2557,2643,2000.11.27,1.1
chernin a,488cfa30,utnasunov a,1deda26f,1.0,0.0,2572,2257,2000.11.27,1.1
bologan v,813d420e,stefansson h,6e4af213,0.5,0.5,2641,2557,2000.11.27,1.1
lautier j,cf7d65c0,leitao r,70f24100,0.0,1.0,2648,2567,2000.11.27,1.1
sutovsky e,3a756820,nataf ia,58e41901,0.0,1.0,2609,2526,2000.11.27,1.1
kunte a,f7bff5fc,milos g,0d344aec,0.5,0.5,2556,2633,2000.11.27,1.1
dizdarevic e,7840bc82,psakhis l,484c1860,0.5,0.5,2527,2611,2000.11.27,1.1
kharlov a,b3cd7943,hansen sub,58341116,0.5,0.5,2627,2545,2000.11.27,1.1
villamayor b,ee85b038,minasian art,71c682bc,0.5,0.5,2495,2595,2000.11.27,1.1
van wely l,2f196b7e,asrian k,2706a497,0.5,0.5,2643,2566,2000.11.27,1.1
yermolinsky a,dd21c615,al modiahki m,e106ea97,1.0,0.0,2596,2499,2000.11.27,1.1
bacrot e,0cee4d5e,rytshagov m,97fb850e,0.5,0.5,2613,2529,2000.11.27,1.1
fiorito f,a0bca3e0,benjamin joe,928c05b1,0.0,1.0,2418,2577,2000.11.27,1.1
zaja i,f50705cf,baklan v,6b2e4a9d,0.5,0.5,2513,2599,2000.11.27,1.1
hakki i,2dabf5c8,adianto u,677cf07c,0.0,1.0,2429,2583,2000.11.27,1.1
aleksandrov a,2ef97e52,el taher f,a6f10bd9,0.5,0.5,2591,2485,2000.11.27,1.1
hamdouchi h,d01b3a65,vaganian r,d0916054,0.0,1.0,2541,2623,2000.11.27,1.1
nevednichy v,b0ba1970,labib i,f2e50b81,0.5,0.5,2582,2426,2000.11.27,1.1
hernandez gi,0b72ddfc,piket je,02046806,0.5,0.5,2572,2649,2000.11.27,1.1
simutowe a,131ca293,sasikiran k,80785508,0.5,0.5,2322,2573,2000.11.27,1.1
malakhov v,3156311c,kveinys a,82d62678,1.0,0.0,2605,2522,2000.11.27,1.1
agrest e,d3cfe0ac,onischuk al,c31403ab,0.0,1.0,2554,2627,2000.11.27,1.1
serper g,1e31ae92,bagheri a,f7f80ffe,1.0,0.0,2574,2409,2000.11.27,1.1
ivanov av,84d4d074,fedorov alex,22af4ef0,1.0,0.0,2567,2646,2000.11.27,1.1
lima da,4d2a1b55,grischuk a,9746ee94,0.5,0.5,2525,2606,2000.11.27,1.1
godena m,e7f036ad,iordachescu v,30d41288,0.5,0.5,2485,2594,2000.11.27,1.1
nogueiras j,973e6cfb,ehlvest j,fe7943cf,0.5,0.5,2552,2627,2000.11.27,1.1
lesiege a,6464a2ef,vasquez r,dd00fa3b,1.0,0.0,2584,2454,2000.11.27,1.1
rustemov a,0c70bdf9,tregubov p,c170c0a6,0.5,0.5,2534,2620,2000.11.27,1.1
barua d,90ab13d8,vladimirov e,ed69bfa0,0.0,1.0,2502,2598,2000.11.27,1.1
ponomariov r,3b89d140,dao thien hai,6ea272ec,0.5,0.5,2630,2555,2000.11.27,1.1
lutz c,b81654f9,ghaem maghami e,dc7dd369,0.5,0.5,2595,2488,2000.11.27,1.1
sakaev k,44e5f3c6,volkov s,f19234a3,1.0,0.0,2627,2554,2000.11.27,1.1
wohl a,16dd6980,galkin a,38aeb153,0.0,1.0,2461,2587,2000.11.27,1.1
speelman j,71a545b7,macieja b,effaf9f5,1.0,0.0,2623,2536,2000.11.27,1.1
lputian s,b138b8ab,blehm p,ad47771b,1.0,0.0,2598,2510,2000.11.27,1.1
minasian art,71c682bc,villamayor b,ee85b038,0.5,0.5,2595,2495,2000.11.28,1.2
labib i,f2e50b81,nevednichy v,b0ba1970,0.0,1.0,2426,2582,2000.11.28,1.2
vaganian r,d0916054,hamdouchi h,d01b3a65,1.0,0.0,2623,2541,2000.11.28,1.2
el taher f,a6f10bd9,aleksandrov a,2ef97e52,0.5,0.5,2485,2591,2000.11.28,1.2
baklan v,6b2e4a9d,zaja i,f50705cf,0.5,0.5,2599,2513,2000.11.28,1.2
gulko b,9d03083c,bezgodov a,54d5a7b1,0.5,0.5,2643,2557,2000.11.28,1.2
utnasunov a,1deda26f,chernin a,488cfa30,0.5,0.5,2257,2572,2000.11.28,1.2
leitao r,70f24100,lautier j,cf7d65c0,0.5,0.5,2567,2648,2000.11.28,1.2
nataf ia,58e41901,sutovsky e,3a756820,0.5,0.5,2526,2609,2000.11.28,1.2
ghaem maghami e,dc7dd369,lutz c,b81654f9,0.5,0.5,2488,2595,2000.11.28,1.2
psakhis l,484c1860,dizdarevic e,7840bc82,0.5,0.5,2611,2527,2000.11.28,1.2
piket je,02046806,hernandez gi,0b72ddfc,0.5,0.5,2649,2572,2000.11.28,1.2
macieja b,effaf9f5,speelman j,71a545b7,1.0,0.0,2536,2623,2000.11.28,1.2
blehm p,ad47771b,lputian s,b138b8ab,0.5,0.5,2510,2598,2000.11.28,1.2
stefansson h,6e4af213,bologan v,813d420e,0.0,1.0,2557,2641,2000.11.28,1.2
dao thien hai,6ea272ec,ponomariov r,3b89d140,1.0,0.0,2555,2630,2000.11.28,1.2
rytshagov m,97fb850e,bacrot e,0cee4d5e,0.5,0.5,2529,2613,2000.11.28,1.2
onischuk al,c31403ab,agrest e,d3cfe0ac,0.5,0.5,2627,2554,2000.11.28,1.2
bagheri a,f7f80ffe,serper g,1e31ae92,0.5,0.5,2409,2574,2000.11.28,1.2
fedorov alex,22af4ef0,ivanov av,84d4d074,0.5,0.5,2646,2567,2000.11.28,1.2
grischuk a,9746ee94,lima da,4d2a1b55,0.5,0.5,2606,2525,2000.11.28,1.2
iordachescu v,30d41288,godena m,e7f036ad,0.5,0.5,2594,2485,2000.11.28,1.2
ehlvest j,fe7943cf,nogueiras j,973e6cfb,0.5,0.5,2627,2552,2000.11.28,1.2
benjamin joe,928c05b1,fiorito f,a0bca3e0,1.0,0.0,2577,2418,2000.11.28,1.2
tregubov p,c170c0a6,rustemov a,0c70bdf9,0.5,0.5,2620,2534,2000.11.28,1.2
vladimirov e,ed69bfa0,barua d,90ab13d8,1.0,0.0,2598,2502,2000.11.28,1.2
milos g,0d344aec,kunte a,f7bff5fc,0.5,0.5,2633,2556,2000.11.28,1.2
sasikiran k,80785508,simutowe a,131ca293,1.0,0.0,2573,2322,2000.11.28,1.2
asrian k,2706a497,van wely l,2f196b7e,0.0,1.0,2566,2643,2000.11.28,1.2
kveinys a,82d62678,malakhov v,3156311c,0.0,1.0,2522,2605,2000.11.28,1.2
hansen sub,58341116,kharlov a,b3cd7943,0.0,1.0,2545,2627,2000.11.28,1.2
adianto u,677cf07c,hakki i,2dabf5c8,0.5,0.5,2583,2429,2000.11.28,1.2
galkin a,38aeb153,wohl a,16dd6980,1.0,0.0,2587,2461,2000.11.28,1.2
volkov s,f19234a3,sakaev k,44e5f3c6,1.0,0.0,2554,2627,2000.11.28,1.2
al modiahki m,e106ea97,yermolinsky a,dd21c615,0.5,0.5,2499,2596,2000.11.28,1.2
vasquez r,dd00fa3b,lesiege a,6464a2ef,0.0,1.0,2454,2584,2000.11.28,1.2
psakhis l,484c1860,dizdarevic e,7840bc82,0.0,1.0,2611,2527,2000.11.29,1.5
hernandez gi,0b72ddfc,piket je,02046806,0.0,1.0,2572,2649,2000.11.29,1.4
aleksandrov a,2ef97e52,el taher f,a6f10bd9,0.5,0.5,2591,2485,2000.11.29,1.5
baklan v,6b2e4a9d,zaja i,f50705cf,0.5,0.5,2599,2513,2000.11.29,1.5
villamayor b,ee85b038,minasian art,71c682bc,0.0,1.0,2495,2595,2000.11.29,1.5
aleksandrov a,2ef97e52,el taher f,a6f10bd9,0.5,0.5,2591,2485,2000.11.29,1.4
zaja i,f50705cf,baklan v,6b2e4a9d,0.0,1.0,2513,2599,2000.11.29,1.6
baklan v,6b2e4a9d,zaja i,f50705cf,0.5,0.5,2599,2513,2000.11.29,1.4
aleksandrov a,2ef97e52,el taher f,a6f10bd9,0.5,0.5,2591,2485,2000.11.29,1.7
psakhis l,484c1860,dizdarevic e,7840bc82,0.0,1.0,2611,2527,2000.11.29,1.7
nogueiras j,973e6cfb,ehlvest j,fe7943cf,0.0,1.0,2552,2627,2000.11.29,1.6
minasian art,71c682bc,villamayor b,ee85b038,1.0,0.0,2595,2495,2000.11.29,1.6
el taher f,a6f10bd9,aleksandrov a,2ef97e52,0.5,0.5,2485,2591,2000.11.29,1.3
zaja i,f50705cf,baklan v,6b2e4a9d,0.5,0.5,2513,2599,2000.11.29,1.3
ehlvest j,fe7943cf,nogueiras j,973e6cfb,1.0,0.0,2627,2552,2000.11.29,1.5
rytshagov m,97fb850e,bacrot e,0cee4d5e,0.0,1.0,2529,2613,2000.11.29,1.4
milos g,0d344aec,kunte a,f7bff5fc,1.0,0.0,2633,2556,2000.11.29,1.4
godena m,e7f036ad,iordachescu v,30d41288,0.0,1.0,2485,2594,2000.11.29,1.3
lutz c,b81654f9,ghaem maghami e,dc7dd369,1.0,0.0,2595,2488,2000.11.29,1.4
sakaev k,44e5f3c6,volkov s,f19234a3,0.0,1.0,2627,2554,2000.11.29,1.4
minasian art,71c682bc,villamayor b,ee85b038,1.0,0.0,2595,2495,2000.11.29,1.4
lima da,4d2a1b55,grischuk a,9746ee94,0.5,0.5,2525,2606,2000.11.29,1.4
iordachescu v,30d41288,godena m,e7f036ad,0.5,0.5,2594,2485,2000.11.29,1.4
ehlvest j,fe7943cf,nogueiras j,973e6cfb,0.5,0.5,2627,2552,2000.11.29,1.4
rustemov a,0c70bdf9,tregubov p,c170c0a6,0.5,0.5,2534,2620,2000.11.29,1.4
psakhis l,484c1860,dizdarevic e,7840bc82,0.5,0.5,2611,2527,2000.11.29,1.4
volkov s,f19234a3,sakaev k,44e5f3c6,0.5,0.5,2554,2627,2000.11.29,1.5
piket je,02046806,hernandez gi,0b72ddfc,0.5,0.5,2649,2572,2000.11.29,1.3
dizdarevic e,7840bc82,psakhis l,484c1860,0.5,0.5,2527,2611,2000.11.29,1.3
grischuk a,9746ee94,lima da,4d2a1b55,1.0,0.0,2606,2525,2000.11.29,1.3
el taher f,a6f10bd9,aleksandrov a,2ef97e52,0.0,1.0,2485,2591,2000.11.29,1.8
nogueiras j,973e6cfb,ehlvest j,fe7943cf,0.5,0.5,2552,2627,2000.11.29,1.3
bezgodov a,54d5a7b1,gulko b,9d03083c,0.0,1.0,2557,2643,2000.11.29,1.4
kunte a,f7bff5fc,milos g,0d344aec,0.5,0.5,2556,2633,2000.11.29,1.3
bacrot e,0cee4d5e,rytshagov m,97fb850e,1.0,0.0,2613,2529,2000.11.29,1.3
ghaem maghami e,dc7dd369,lutz c,b81654f9,0.5,0.5,2488,2595,2000.11.29,1.3
volkov s,f19234a3,sakaev k,44e5f3c6,0.0,1.0,2554,2627,2000.11.29,1.3
gulko b,9d03083c,bezgodov a,54d5a7b1,0.5,0.5,2643,2557,2000.11.29,1.3
macieja b,effaf9f5,speelman j,71a545b7,1.0,0.0,2536,2623,2000.11.29,1.4
dizdarevic e,7840bc82,psakhis l,484c1860,0.0,1.0,2527,2611,2000.11.29,1.6
sakaev k,44e5f3c6,volkov s,f19234a3,0.0,1.0,2627,2554,2000.11.29,1.6
villamayor b,ee85b038,minasian art,71c682bc,1.0,0.0,2495,2595,2000.11.29,1.3
tregubov p,c170c0a6,rustemov a,0c70bdf9,0.5,0.5,2620,2534,2000.11.29,1.3
tregubov p,c170c0a6,rustemov a,0c70bdf9,1.0,0.0,2620,2534,2000.11.29,1.5
rustemov a,0c70bdf9,tregubov p,c170c0a6,0.5,0.5,2534,2620,2000.11.29,1.6
speelman j,71a545b7,macieja b,effaf9f5,0.5,0.5,2623,2536,2000.11.29,1.3
dao thien hai,6ea272ec,adams mi,091f3be2,0.5,0.5,2555,2755,2000.11.30,2.1
shirov a,280106fb,onischuk al,c31403ab,0.5,0.5,2746,2627,2000.11.30,2.1
morozevich a,194d5fa3,milos g,0d344aec,1.0,0.0,2756,2633,2000.11.30,2.1
gulko b,9d03083c,chernin a,488cfa30,0.5,0.5,2643,2572,2000.11.30,2.1
bologan v,813d420e,anand v,c14f78e7,0.5,0.5,2641,2762,2000.11.30,2.1
kharlov a,b3cd7943,topalov v,9f5d00d7,0.5,0.5,2627,2707,2000.11.30,2.1
bareev e,beda57e0,vaganian r,d0916054,1.0,0.0,2702,2623,2000.11.30,2.1
macieja b,effaf9f5,krasenkow m,742cd601,0.5,0.5,2536,2702,2000.11.30,2.1
kasimdzhanov r,1ca16e81,tregubov p,c170c0a6,1.0,0.0,2690,2620,2000.11.30,2.1
bacrot e,0cee4d5e,svidler p,d09a6b72,0.5,0.5,2613,2689,2000.11.30,2.1
gelfand b,e322d810,dizdarevic e,7840bc82,1.0,0.0,2681,2527,2000.11.30,2.1
adianto u,677cf07c,peng xiaomin,4f165423,0.0,1.0,2583,2657,2000.11.30,2.1
benjamin joe,928c05b1,leitao r,70f24100,0.5,0.5,2577,2567,2000.11.30,2.1
sasikiran k,80785508,van wely l,2f196b7e,0.0,1.0,2573,2643,2000.11.30,2.1
ivanov av,84d4d074,serper g,1e31ae92,0.0,1.0,2567,2574,2000.11.30,2.1
ivanchuk v,158cf250,ehlvest j,fe7943cf,0.5,0.5,2719,2627,2000.11.30,2.1
volkov s,f19234a3,leko p,4578f1b2,0.5,0.5,2554,2743,2000.11.30,2.1
piket je,02046806,nevednichy v,b0ba1970,1.0,0.0,2649,2582,2000.11.30,2.1
smirin i,bf48421d,grischuk a,9746ee94,0.5,0.5,2677,2606,2000.11.30,2.1
malakhov v,3156311c,dreev a,d2182298,0.5,0.5,2605,2676,2000.11.30,2.1
gurevich m,e922f2a0,minasian art,71c682bc,0.5,0.5,2667,2595,2000.11.30,2.1
lputian s,b138b8ab,rublevsky s,bf6d8015,1.0,0.0,2598,2670,2000.11.30,2.1
almasi z,934041bf,vladimirov e,ed69bfa0,0.5,0.5,2668,2598,2000.11.30,2.1
akopian v,ad91ac1b,aleksandrov a,2ef97e52,0.5,0.5,2660,2591,2000.11.30,2.1
tkachiev v,b713f2a5,lesiege a,6464a2ef,1.0,0.0,2657,2584,2000.11.30,2.1
galkin a,38aeb153,beliavsky a,94c3bd88,0.5,0.5,2587,2654,2000.11.30,2.1
lutz c,b81654f9,khalifman a,1a809cdf,0.5,0.5,2595,2667,2000.11.30,2.1
nisipeanu ld,183b3b1a,georgiev ki,8bedc6d9,0.5,0.5,2592,2661,2000.11.30,2.1
movsesian s,1665a52a,iordachescu v,30d41288,1.0,0.0,2666,2594,2000.11.30,2.1
nataf ia,58e41901,short n,d861fb34,0.5,0.5,2526,2677,2000.11.30,2.1
azmaiparashvili z,5be4e118,baklan v,6b2e4a9d,1.0,0.0,2673,2599,2000.11.30,2.1
yermolinsky a,dd21c615,xu jun,0439b74e,1.0,0.0,2596,2668,2000.11.30,2.1
nevednichy v,b0ba1970,piket je,02046806,0.0,1.0,2582,2649,2000.12.01,2.2
iordachescu v,30d41288,movsesian s,1665a52a,1.0,0.0,2594,2666,2000.12.01,2.2
georgiev ki,8bedc6d9,nisipeanu ld,183b3b1a,0.5,0.5,2661,2592,2000.12.01,2.2
khalifman a,1a809cdf,lutz c,b81654f9,0.5,0.5,2667,2595,2000.12.01,2.2
minasian art,71c682bc,gurevich m,e922f2a0,0.5,0.5,2595,2667,2000.12.01,2.2
xu jun,0439b74e,yermolinsky a,dd21c615,0.5,0.5,2668,2596,2000.12.01,2.2
vladimirov e,ed69bfa0,almasi z,934041bf,0.5,0.5,2598,2668,2000.12.01,2.2
rublevsky s,bf6d8015,lputian s,b138b8ab,0.5,0.5,2670,2598,2000.12.01,2.2
baklan v,6b2e4a9d,azmaiparashvili z,5be4e118,0.5,0.5,2599,2673,2000.12.01,2.2
dreev a,d2182298,malakhov v,3156311c,0.5,0.5,2676,2605,2000.12.01,2.2
grischuk a,9746ee94,smirin i,bf48421d,0.5,0.5,2606,2677,2000.12.01,2.2
short n,d861fb34,nataf ia,58e41901,0.5,0.5,2677,2526,2000.12.01,2.2
dizdarevic e,7840bc82,gelfand b,e322d810,0.0,1.0,2527,2681,2000.12.01,2.2
svidler p,d09a6b72,bacrot e,0cee4d5e,0.5,0.5,2689,2613,2000.12.01,2.2
tregubov p,c170c0a6,kasimdzhanov r,1ca16e81,1.0,0.0,2620,2690,2000.12.01,2.2
krasenkow m,742cd601,macieja b,effaf9f5,0.5,0.5,2702,2536,2000.12.01,2.2
vaganian r,d0916054,bareev e,beda57e0,1.0,0.0,2623,2702,2000.12.01,2.2
topalov v,9f5d00d7,kharlov a,b3cd7943,1.0,0.0,2707,2627,2000.12.01,2.2
ehlvest j,fe7943cf,ivanchuk v,158cf250,0.5,0.5,2627,2719,2000.12.01,2.2
leko p,4578f1b2,volkov s,f19234a3,1.0,0.0,2743,2554,2000.12.01,2.2
onischuk al,c31403ab,shirov a,280106fb,0.5,0.5,2627,2746,2000.12.01,2.2
adams mi,091f3be2,dao thien hai,6ea272ec,0.5,0.5,2755,2555,2000.12.01,2.2
milos g,0d344aec,morozevich a,194d5fa3,0.0,1.0,2633,2756,2000.12.01,2.2
anand v,c14f78e7,bologan v,813d420e,1.0,0.0,2762,2641,2000.12.01,2.2
aleksandrov a,2ef97e52,akopian v,ad91ac1b,1.0,0.0,2591,2660,2000.12.01,2.2
beliavsky a,94c3bd88,galkin a,38aeb153,1.0,0.0,2654,2587,2000.12.01,2.2
chernin a,488cfa30,gulko b,9d03083c,0.5,0.5,2572,2643,2000.12.01,2.2
van wely l,2f196b7e,sasikiran k,80785508,1.0,0.0,2643,2573,2000.12.01,2.2
lesiege a,6464a2ef,tkachiev v,b713f2a5,0.5,0.5,2584,2657,2000.12.01,2.2
leitao r,70f24100,benjamin joe,928c05b1,1.0,0.0,2567,2577,2000.12.01,2.2
peng xiaomin,4f165423,adianto u,677cf07c,0.0,1.0,2657,2583,2000.12.01,2.2
serper g,1e31ae92,ivanov av,84d4d074,1.0,0.0,2574,2567,2000.12.01,2.2
movsesian s,1665a52a,iordachescu v,30d41288,0.5,0.5,2666,2594,2000.12.02,2.4
khalifman a,1a809cdf,lutz c,b81654f9,1.0,0.0,2667,2595,2000.12.02,2.3
dao thien hai,6ea272ec,adams mi,091f3be2,0.0,1.0,2555,2755,2000.12.02,2.3
shirov a,280106fb,onischuk al,c31403ab,1.0,0.0,2746,2627,2000.12.02,2.3
ehlvest j,fe7943cf,ivanchuk v,158cf250,0.5,0.5,2627,2719,2000.12.02,2.3
almasi z,934041bf,vladimirov e,ed69bfa0,0.0,1.0,2668,2598,2000.12.02,2.3
krasenkow m,742cd601,macieja b,effaf9f5,0.5,0.5,2702,2536,2000.12.02,2.3
tregubov p,c170c0a6,kasimdzhanov r,1ca16e81,0.5,0.5,2620,2690,2000.12.02,2.3
svidler p,d09a6b72,bacrot e,0cee4d5e,1.0,0.0,2689,2613,2000.12.02,2.3
nataf ia,58e41901,short n,d861fb34,0.5,0.5,2526,2677,2000.12.02,2.3
smirin i,bf48421d,grischuk a,9746ee94,0.0,1.0,2677,2606,2000.12.02,2.3
malakhov v,3156311c,dreev a,d2182298,1.0,0.0,2605,2676,2000.12.02,2.3
bareev e,beda57e0,vaganian r,d0916054,0.5,0.5,2702,2623,2000.12.02,2.3
minasian art,71c682bc,gurevich m,e922f2a0,0.0,1.0,2595,2667,2000.12.02,2.3
iordachescu v,30d41288,movsesian s,1665a52a,0.5,0.5,2594,2666,2000.12.02,2.3
georgiev ki,8bedc6d9,nisipeanu ld,183b3b1a,0.5,0.5,2661,2592,2000.12.02,2.3
peng xiaomin,4f165423,adianto u,677cf07c,1.0,0.0,2657,2583,2000.12.02,2.3
gulko b,9d03083c,chernin a,488cfa30,0.5,0.5,2643,2572,2000.12.02,2.3
lutz c,b81654f9,khalifman a,1a809cdf,0.5,0.5,2595,2667,2000.12.02,2.4
adams mi,091f3be2,dao thien hai,6ea272ec,1.0,0.0,2755,2555,2000.12.02,2.4
onischuk al,c31403ab,shirov a,280106fb,0.5,0.5,2627,2746,2000.12.02,2.4
ivanchuk v,158cf250,ehlvest j,fe7943cf,0.0,1.0,2719,2627,2000.12.02,2.4
vladimirov e,ed69bfa0,almasi z,934041bf,0.5,0.5,2598,2668,2000.12.02,2.4
macieja b,effaf9f5,krasenkow m,742cd601,0.5,0.5,2536,2702,2000.12.02,2.4
kasimdzhanov r,1ca16e81,tregubov p,c170c0a6,1.0,0.0,2690,2620,2000.12.02,2.4
bacrot e,0cee4d5e,svidler p,d09a6b72,0.0,1.0,2613,2689,2000.12.02,2.4
short n,d861fb34,nataf ia,58e41901,0.5,0.5,2677,2526,2000.12.02,2.4
grischuk a,9746ee94,smirin i,bf48421d,1.0,0.0,2606,2677,2000.12.02,2.4
dreev a,d2182298,malakhov v,3156311c,1.0,0.0,2676,2605,2000.12.02,2.4
vaganian r,d0916054,bareev e,beda57e0,0.5,0.5,2623,2702,2000.12.02,2.4
gurevich m,e922f2a0,minasian art,71c682bc,0.5,0.5,2667,2595,2000.12.02,2.4
nisipeanu ld,183b3b1a,georgiev ki,8bedc6d9,0.5,0.5,2592,2661,2000.12.02,2.4
adianto u,677cf07c,peng xiaomin,4f165423,0.5,0.5,2583,2657,2000.12.02,2.4
chernin a,488cfa30,gulko b,9d03083c,0.5,0.5,2572,2643,2000.12.02,2.4
macieja b,effaf9f5,krasenkow m,742cd601,0.0,1.0,2536,2702,2000.12.02,2.5
short n,d861fb34,nataf ia,58e41901,0.5,0.5,2677,2526,2000.12.02,2.5
dreev a,d2182298,malakhov v,3156311c,1.0,0.0,2676,2605,2000.12.02,2.5
vaganian r,d0916054,bareev e,beda57e0,0.0,1.0,2623,2702,2000.12.02,2.5
iordachescu v,30d41288,movsesian s,1665a52a,0.0,1.0,2594,2666,2000.12.02,2.5
nisipeanu ld,183b3b1a,georgiev ki,8bedc6d9,0.5,0.5,2592,2661,2000.12.02,2.5
chernin a,488cfa30,gulko b,9d03083c,0.5,0.5,2572,2643,2000.12.02,2.5
krasenkow m,742cd601,macieja b,effaf9f5,0.0,1.0,2702,2536,2000.12.02,2.6
nataf ia,58e41901,short n,d861fb34,1.0,0.0,2526,2677,2000.12.02,2.6
malakhov v,3156311c,dreev a,d2182298,0.0,1.0,2605,2676,2000.12.02,2.6
bareev e,beda57e0,vaganian r,d0916054,1.0,0.0,2702,2623,2000.12.02,2.6
movsesian s,1665a52a,iordachescu v,30d41288,1.0,0.0,2666,2594,2000.12.02,2.6
