WhiteName,WhiteNameHash,BlackName,BlackNameHash,WhiteResult,BlackResult,WhiteRank,BlackRank,Date,Round
bareev e,beda57e0,sakaev k,44e5f3c6,1.0,0.0,2719,2639,2001.12.02,3.3
shirov a,280106fb,motylev a,6ccfd0d5,1.0,0.0,2706,2641,2001.12.02,3.3
kasimdzhanov r,1ca16e81,azmaiparashvili z,5be4e118,0.5,0.5,2706,2674,2001.12.02,3.3
smirin i,bf48421d,ehlvest j,fe7943cf,0.5,0.5,2698,2626,2001.12.02,3.3
khalifman a,1a809cdf,lautier j,cf7d65c0,0.0,1.0,2702,2653,2001.12.02,3.3
anand v,c14f78e7,tkachiev v,b713f2a5,0.5,0.5,2770,2632,2001.12.02,3.4
adams mi,091f3be2,zvjaginsev v,f01c8619,1.0,0.0,2731,2640,2001.12.02,3.4
sakaev k,44e5f3c6,bareev e,beda57e0,0.0,1.0,2639,2719,2001.12.02,3.4
motylev a,6ccfd0d5,shirov a,280106fb,1.0,0.0,2641,2706,2001.12.02,3.4
azmaiparashvili z,5be4e118,kasimdzhanov r,1ca16e81,1.0,0.0,2674,2706,2001.12.02,3.4
ehlvest j,fe7943cf,smirin i,bf48421d,0.5,0.5,2626,2698,2001.12.02,3.4
shirov a,280106fb,motylev a,6ccfd0d5,1.0,0.0,2706,2641,2001.12.02,3.5
smirin i,bf48421d,ehlvest j,fe7943cf,1.0,0.0,2698,2626,2001.12.02,3.5
motylev a,6ccfd0d5,shirov a,280106fb,0.5,0.5,2641,2706,2001.12.02,3.6
ehlvest j,fe7943cf,smirin i,bf48421d,1.0,0.0,2626,2698,2001.12.02,3.6
ehlvest j,fe7943cf,smirin i,bf48421d,1.0,0.0,2626,2698,2001.12.02,3.7
milov v,d9afb81d,svidler p,d09a6b72,0.0,1.0,2602,2686,2001.12.02,3.2
lautier j,cf7d65c0,khalifman a,1a809cdf,1.0,0.0,2653,2702,2001.12.02,3.4
adams mi,091f3be2,svidler p,d09a6b72,0.5,0.5,2731,2686,2001.12.05,4.3
nikolic pr,b2830488,lautier j,cf7d65c0,0.5,0.5,2652,2653,2001.12.05,4.2
morozevich a,194d5fa3,ponomariov r,3b89d140,1.0,0.0,2742,2684,2001.12.05,4.2
svidler p,d09a6b72,adams mi,091f3be2,0.5,0.5,2686,2731,2001.12.05,4.2
morozevich a,194d5fa3,ponomariov r,3b89d140,0.5,0.5,2742,2684,2001.12.05,4.3
lautier j,cf7d65c0,nikolic pr,b2830488,1.0,0.0,2653,2652,2001.12.05,4.3
ye jiangchuan,ade0b9d3,ivanchuk v,158cf250,0.5,0.5,2681,2731,2001.12.05,4.2
ponomariov r,3b89d140,morozevich a,194d5fa3,1.0,0.0,2684,2742,2001.12.05,4.4
ehlvest j,fe7943cf,bareev e,beda57e0,0.0,1.0,2626,2719,2001.12.05,4.2
shirov a,280106fb,topalov v,9f5d00d7,0.5,0.5,2706,2733,2001.12.05,4.4
svidler p,d09a6b72,adams mi,091f3be2,0.5,0.5,2686,2731,2001.12.05,4.5
gelfand b,e322d810,azmaiparashvili z,5be4e118,1.0,0.0,2701,2674,2001.12.05,4.5
shirov a,280106fb,topalov v,9f5d00d7,1.0,0.0,2706,2733,2001.12.05,4.5
shirov a,280106fb,topalov v,9f5d00d7,0.5,0.5,2706,2733,2001.12.05,4.2
azmaiparashvili z,5be4e118,gelfand b,e322d810,0.5,0.5,2674,2701,2001.12.05,4.6
topalov v,9f5d00d7,shirov a,280106fb,1.0,0.0,2733,2706,2001.12.05,4.6
topalov v,9f5d00d7,shirov a,280106fb,0.0,1.0,2733,2706,2001.12.05,4.7
gelfand b,e322d810,azmaiparashvili z,5be4e118,0.5,0.5,2701,2674,2001.12.05,4.2
azmaiparashvili z,5be4e118,gelfand b,e322d810,0.0,1.0,2674,2701,2001.12.05,4.3
topalov v,9f5d00d7,shirov a,280106fb,0.5,0.5,2733,2706,2001.12.05,4.3
gelfand b,e322d810,azmaiparashvili z,5be4e118,0.0,1.0,2701,2674,2001.12.05,4.4
nikolic pr,b2830488,lautier j,cf7d65c0,0.0,1.0,2652,2653,2001.12.05,4.4
adams mi,091f3be2,svidler p,d09a6b72,0.0,1.0,2731,2686,2001.12.05,4.6
svidler p,d09a6b72,adams mi,091f3be2,0.5,0.5,2686,2731,2001.12.05,4.4
anand v,c14f78e7,dreev a,d2182298,1.0,0.0,2770,2676,2001.12.05,4.2
anand v,c14f78e7,shirov a,280106fb,1.0,0.0,2770,2706,2001.12.06,5.1
ponomariov r,3b89d140,bareev e,beda57e0,0.5,0.5,2684,2719,2001.12.06,5.1
lautier j,cf7d65c0,ivanchuk v,158cf250,0.5,0.5,2653,2731,2001.12.06,5.1
gelfand b,e322d810,svidler p,d09a6b72,0.5,0.5,2701,2686,2001.12.06,5.1
bareev e,beda57e0,ponomariov r,3b89d140,0.5,0.5,2719,2684,2001.12.07,5.2
gelfand b,e322d810,svidler p,d09a6b72,0.5,0.5,2701,2686,2001.12.07,5.6
lautier j,cf7d65c0,ivanchuk v,158cf250,0.5,0.5,2653,2731,2001.12.07,5.6
ivanchuk v,158cf250,lautier j,cf7d65c0,1.0,0.0,2731,2653,2001.12.07,5.5
ponomariov r,3b89d140,bareev e,beda57e0,1.0,0.0,2684,2719,2001.12.07,5.4
svidler p,d09a6b72,gelfand b,e322d810,0.5,0.5,2686,2701,2001.12.07,5.2
svidler p,d09a6b72,gelfand b,e322d810,1.0,0.0,2686,2701,2001.12.07,5.5
ivanchuk v,158cf250,lautier j,cf7d65c0,0.5,0.5,2731,2653,2001.12.07,5.4
shirov a,280106fb,anand v,c14f78e7,0.5,0.5,2706,2770,2001.12.07,5.2
svidler p,d09a6b72,gelfand b,e322d810,0.5,0.5,2686,2701,2001.12.07,5.4
ivanchuk v,158cf250,lautier j,cf7d65c0,0.5,0.5,2731,2653,2001.12.07,5.2
lautier j,cf7d65c0,ivanchuk v,158cf250,0.5,0.5,2653,2731,2001.12.07,5.3
bareev e,beda57e0,ponomariov r,3b89d140,0.0,1.0,2719,2684,2001.12.07,5.3
gelfand b,e322d810,svidler p,d09a6b72,0.5,0.5,2701,2686,2001.12.07,5.3
svidler p,d09a6b72,ponomariov r,3b89d140,0.5,0.5,2686,2684,2001.12.08,6.1
ivanchuk v,158cf250,anand v,c14f78e7,0.5,0.5,2731,2770,2001.12.08,6.1
ponomariov r,3b89d140,svidler p,d09a6b72,0.5,0.5,2684,2686,2001.12.10,6.2
anand v,c14f78e7,ivanchuk v,158cf250,0.5,0.5,2770,2731,2001.12.10,6.2
svidler p,d09a6b72,ponomariov r,3b89d140,0.0,1.0,2686,2684,2001.12.11,6.3
ivanchuk v,158cf250,anand v,c14f78e7,0.5,0.5,2731,2770,2001.12.11,6.3
anand v,c14f78e7,ivanchuk v,158cf250,0.0,1.0,2770,2731,2001.12.13,6.4
ponomariov r,3b89d140,svidler p,d09a6b72,0.5,0.5,2684,2686,2001.12.13,6.4
ponomariov r,3b89d140,ivanchuk v,158cf250,1.0,0.0,2727,2717,2002.01.16,7.1
ivanchuk v,158cf250,ponomariov r,3b89d140,0.5,0.5,2717,2727,2002.01.17,7.2
ponomariov r,3b89d140,ivanchuk v,158cf250,0.5,0.5,2727,2717,2002.01.18,7.3
ivanchuk v,158cf250,ponomariov r,3b89d140,0.5,0.5,2717,2727,2002.01.19,7.4
ponomariov r,3b89d140,ivanchuk v,158cf250,1.0,0.0,2727,2717,2002.01.21,7.5
ivanchuk v,158cf250,ponomariov r,3b89d140,0.5,0.5,2717,2727,2002.01.22,7.6
ponomariov r,3b89d140,ivanchuk v,158cf250,0.5,0.5,2727,2717,2002.01.23,7.7
topalov v,9f5d00d7,abulhul t,f35937f2,1.0,0.0,2737,2076,2004.06.19,1.1
adams mi,091f3be2,asabri hu,255d55b7,1.0,0.0,2731,2277,2004.06.19,1.1
solomon k,4484ab14,grischuk a,9746ee94,0.0,1.0,2352,2719,2004.06.19,1.1
ivanchuk v,158cf250,arab a,0e2e95d9,1.0,0.0,2716,2374,2004.06.19,1.1
kadhi h,89a58fbb,short n,d861fb34,0.0,1.0,2379,2712,2004.06.19,1.1
malakhov v,3156311c,haznedaroglu k,394c75e1,1.0,0.0,2695,2395,2004.06.19,1.1
dableo r,7a76c35a,nisipeanu ld,183b3b1a,0.5,0.5,2426,2692,2004.06.19,1.1
sokolov i,5ea6eb18,simutowe a,131ca293,1.0,0.0,2690,2442,2004.06.19,1.1
tissir m,e2cb2329,dreev a,d2182298,0.0,1.0,2442,2689,2004.06.19,1.1
akopian vl,cc15311a,gonzalez garcia j,92b9e705,1.0,0.0,2689,2443,2004.06.19,1.1
garcia palermo c,34d85f41,ye jiangchuan,ade0b9d3,0.5,0.5,2444,2681,2004.06.19,1.1
mahjoob m,20fd26bf,azmaiparashvili z,5be4e118,1.0,0.0,2478,2679,2004.06.19,1.1
bacrot e,0cee4d5e,charbonneau p,2ad82af7,1.0,0.0,2675,2484,2004.06.19,1.1
johansen d,64026347,gurevich m,e922f2a0,0.5,0.5,2489,2672,2004.06.19,1.1
rublevsky s,bf6d8015,adly a,46be30fa,0.5,0.5,2671,2490,2004.06.19,1.1
bartel mat,2ca6b85d,radjabov t,82fe2a1b,0.0,1.0,2501,2670,2004.06.19,1.1
aleksandrov a,2ef97e52,el gindy e,ccca8418,1.0,0.0,2668,2507,2004.06.19,1.1
barsov a,a84249ce,beliavsky a,94c3bd88,0.5,0.5,2507,2667,2004.06.19,1.1
vallejo pons f,94cf5ce8,vasquez r,dd00fa3b,0.5,0.5,2666,2523,2004.06.19,1.1
paragua m,c94d4bd9,bologan v,813d420e,1.0,0.0,2529,2665,2004.06.19,1.1
sakaev k,44e5f3c6,mastrovasilis d,42612ace,0.5,0.5,2665,2533,2004.06.19,1.1
kritz l,e018d778,sasikiran k,80785508,1.0,0.0,2534,2659,2004.06.19,1.1
mamedyarov s,80a63b5e,neverov v,91299eab,0.5,0.5,2657,2537,2004.06.19,1.1
barua d,90ab13d8,graf a,dd94c148,0.0,1.0,2539,2656,2004.06.19,1.1
zvjaginsev v,f01c8619,lima da,4d2a1b55,1.0,0.0,2654,2542,2004.06.19,1.1
ramirez al,f34dfa35,kasimdzhanov r,1ca16e81,0.5,0.5,2542,2652,2004.06.19,1.1
van wely l,2f196b7e,ivanov av usa,bf761773,0.5,0.5,2651,2544,2004.06.19,1.1
hamdouchi h,d01b3a65,motylev a,6ccfd0d5,0.5,0.5,2544,2649,2004.06.19,1.1
vescovi g,c7917ea9,guseinov g,f508d166,0.5,0.5,2648,2548,2004.06.19,1.1
acs p,0443e930,nikolic pr,b2830488,0.5,0.5,2548,2648,2004.06.19,1.1
movsesian s,1665a52a,landa k,e1f4d799,0.5,0.5,2647,2550,2004.06.19,1.1
carlsen m,b48d83e4,aronian l,6e4babd1,0.5,0.5,2552,2645,2004.06.19,1.1
campora d,11805091,filippov va,8b0579f8,0.5,0.5,2557,2639,2004.06.19,1.1
vaganian r,d0916054,ghaem maghami e,dc7dd369,0.0,1.0,2639,2558,2004.06.19,1.1
wojtkiewicz a,291be1a4,georgiev ki,8bedc6d9,0.5,0.5,2559,2637,2004.06.19,1.1
gagunashvili m,1db84fba,lputian s,b138b8ab,0.0,1.0,2562,2634,2004.06.19,1.1
zhang zhong,f9c017f8,leitao r,70f24100,0.5,0.5,2633,2564,2004.06.19,1.1
sulskis s,81baf2ef,macieja b,effaf9f5,1.0,0.0,2570,2633,2004.06.19,1.1
moiseenko a,bf2a655e,dolmatov s,13ead161,1.0,0.0,2631,2573,2004.06.19,1.1
al modiahki m,e106ea97,almasi z,934041bf,0.0,1.0,2579,2631,2004.06.19,1.1
kobalia m,59935ab9,karjakin sergey,f0678ce0,0.5,0.5,2630,2580,2004.06.19,1.1
nakamura h,1b320381,volkov s1,55d58d29,0.5,0.5,2580,2629,2004.06.19,1.1
nielsen ph,80eec8ad,ganguly s,ef1e7740,1.0,0.0,2628,2582,2004.06.19,1.1
morovic fernandez i,31448a90,iordachescu v,30d41288,0.5,0.5,2583,2627,2004.06.19,1.1
kozul z,69fb3d8f,dao thien hai,6ea272ec,1.0,0.0,2627,2583,2004.06.19,1.1
kotsur p,8e0c08ea,sadvakasov d,2bef2fbb,0.0,1.0,2586,2626,2004.06.19,1.1
lastin a,730cddf3,kempinski r,2edb9939,0.5,0.5,2622,2586,2004.06.19,1.1
anastasian a,aae129fe,bu xiangzhi,5322730d,1.0,0.0,2587,2621,2004.06.19,1.1
vladimirov e,ed69bfa0,ni hua,ac6f9384,0.5,0.5,2621,2587,2004.06.19,1.1
adianto u,677cf07c,alekseev evgeny,3efe9260,0.5,0.5,2591,2616,2004.06.19,1.1
jobava ba,4f460e91,felgaer r,1c35e6d3,1.0,0.0,2616,2592,2004.06.19,1.1
kharlov a,b3cd7943,dautov r,1b972846,0.5,0.5,2593,2616,2004.06.19,1.1
sargissian g,1f1da42c,tiviakov s,e150b326,0.5,0.5,2614,2593,2004.06.19,1.1
inarkiev e,d6513dad,dominguez l,7b9471a2,1.0,0.0,2595,2612,2004.06.19,1.1
krasenkow m,742cd601,milos g,0d344aec,0.5,0.5,2609,2599,2004.06.19,1.1
harikrishna p,4fc9b09a,xu jun,0439b74e,1.0,0.0,2599,2608,2004.06.19,1.1
kotronias v,03a2db23,kacheishvili g,244f17f2,0.0,1.0,2607,2600,2004.06.19,1.1
agrest e,d3cfe0ac,asrian k,2706a497,0.5,0.5,2601,2605,2004.06.19,1.1
bruzon l,586a6474,smirnov p,424a52b9,0.5,0.5,2602,2601,2004.06.19,1.1
galkin a,38aeb153,delchev a,066ce928,0.5,0.5,2602,2602,2004.06.19,1.1
abulhul t,f35937f2,topalov v,9f5d00d7,0.0,1.0,2076,2737,2004.06.20,1.2
asabri hu,255d55b7,adams mi,091f3be2,0.0,1.0,2277,2731,2004.06.20,1.2
grischuk a,9746ee94,solomon k,4484ab14,0.5,0.5,2719,2352,2004.06.20,1.2
arab a,0e2e95d9,ivanchuk v,158cf250,0.0,1.0,2374,2716,2004.06.20,1.2
short n,d861fb34,kadhi h,89a58fbb,1.0,0.0,2712,2379,2004.06.20,1.2
haznedaroglu k,394c75e1,malakhov v,3156311c,0.5,0.5,2395,2695,2004.06.20,1.2
nisipeanu ld,183b3b1a,dableo r,7a76c35a,1.0,0.0,2692,2426,2004.06.20,1.2
simutowe a,131ca293,sokolov i,5ea6eb18,0.0,1.0,2442,2690,2004.06.20,1.2
dreev a,d2182298,tissir m,e2cb2329,1.0,0.0,2689,2442,2004.06.20,1.2
gonzalez garcia j,92b9e705,akopian vl,cc15311a,0.5,0.5,2443,2689,2004.06.20,1.2
ye jiangchuan,ade0b9d3,garcia palermo c,34d85f41,0.5,0.5,2681,2444,2004.06.20,1.2
azmaiparashvili z,5be4e118,mahjoob m,20fd26bf,1.0,0.0,2679,2478,2004.06.20,1.2
charbonneau p,2ad82af7,bacrot e,0cee4d5e,0.0,1.0,2484,2675,2004.06.20,1.2
gurevich m,e922f2a0,johansen d,64026347,1.0,0.0,2672,2489,2004.06.20,1.2
adly a,46be30fa,rublevsky s,bf6d8015,0.5,0.5,2490,2671,2004.06.20,1.2
radjabov t,82fe2a1b,bartel mat,2ca6b85d,1.0,0.0,2670,2501,2004.06.20,1.2
el gindy e,ccca8418,aleksandrov a,2ef97e52,0.5,0.5,2507,2668,2004.06.20,1.2
beliavsky a,94c3bd88,barsov a,a84249ce,0.5,0.5,2667,2507,2004.06.20,1.2
vasquez r,dd00fa3b,vallejo pons f,94cf5ce8,0.5,0.5,2523,2666,2004.06.20,1.2
bologan v,813d420e,paragua m,c94d4bd9,1.0,0.0,2665,2529,2004.06.20,1.2
mastrovasilis d,42612ace,sakaev k,44e5f3c6,0.0,1.0,2533,2665,2004.06.20,1.2
sasikiran k,80785508,kritz l,e018d778,0.0,1.0,2659,2534,2004.06.20,1.2
neverov v,91299eab,mamedyarov s,80a63b5e,0.5,0.5,2537,2657,2004.06.20,1.2
graf a,dd94c148,barua d,90ab13d8,1.0,0.0,2656,2539,2004.06.20,1.2
lima da,4d2a1b55,zvjaginsev v,f01c8619,0.0,1.0,2542,2654,2004.06.20,1.2
kasimdzhanov r,1ca16e81,ramirez al,f34dfa35,0.5,0.5,2652,2542,2004.06.20,1.2
ivanov av usa,bf761773,van wely l,2f196b7e,0.5,0.5,2544,2651,2004.06.20,1.2
motylev a,6ccfd0d5,hamdouchi h,d01b3a65,0.0,1.0,2649,2544,2004.06.20,1.2
guseinov g,f508d166,vescovi g,c7917ea9,0.5,0.5,2548,2648,2004.06.20,1.2
nikolic pr,b2830488,acs p,0443e930,0.5,0.5,2648,2548,2004.06.20,1.2
landa k,e1f4d799,movsesian s,1665a52a,0.5,0.5,2550,2647,2004.06.20,1.2
aronian l,6e4babd1,carlsen m,b48d83e4,0.5,0.5,2645,2552,2004.06.20,1.2
filippov va,8b0579f8,campora d,11805091,1.0,0.0,2639,2557,2004.06.20,1.2
ghaem maghami e,dc7dd369,vaganian r,d0916054,1.0,0.0,2558,2639,2004.06.20,1.2
georgiev ki,8bedc6d9,wojtkiewicz a,291be1a4,0.0,1.0,2637,2559,2004.06.20,1.2
lputian s,b138b8ab,gagunashvili m,1db84fba,1.0,0.0,2634,2562,2004.06.20,1.2
leitao r,70f24100,zhang zhong,f9c017f8,1.0,0.0,2564,2633,2004.06.20,1.2
macieja b,effaf9f5,sulskis s,81baf2ef,0.5,0.5,2633,2570,2004.06.20,1.2
dolmatov s,13ead161,moiseenko a,bf2a655e,0.5,0.5,2573,2631,2004.06.20,1.2
almasi z,934041bf,al modiahki m,e106ea97,1.0,0.0,2631,2579,2004.06.20,1.2
karjakin sergey,f0678ce0,kobalia m,59935ab9,0.0,1.0,2580,2630,2004.06.20,1.2
volkov s1,55d58d29,nakamura h,1b320381,0.5,0.5,2629,2580,2004.06.20,1.2
ganguly s,ef1e7740,nielsen ph,80eec8ad,0.0,1.0,2582,2628,2004.06.20,1.2
iordachescu v,30d41288,morovic fernandez i,31448a90,1.0,0.0,2627,2583,2004.06.20,1.2
dao thien hai,6ea272ec,kozul z,69fb3d8f,0.0,1.0,2583,2627,2004.06.20,1.2
sadvakasov d,2bef2fbb,kotsur p,8e0c08ea,1.0,0.0,2626,2586,2004.06.20,1.2
kempinski r,2edb9939,lastin a,730cddf3,0.0,1.0,2586,2622,2004.06.20,1.2
bu xiangzhi,5322730d,anastasian a,aae129fe,0.5,0.5,2621,2587,2004.06.20,1.2
ni hua,ac6f9384,vladimirov e,ed69bfa0,0.5,0.5,2587,2621,2004.06.20,1.2
alekseev evgeny,3efe9260,adianto u,677cf07c,0.0,1.0,2616,2591,2004.06.20,1.2
felgaer r,1c35e6d3,jobava ba,4f460e91,1.0,0.0,2592,2616,2004.06.20,1.2
dautov r,1b972846,kharlov a,b3cd7943,0.5,0.5,2616,2593,2004.06.20,1.2
tiviakov s,e150b326,sargissian g,1f1da42c,0.5,0.5,2593,2614,2004.06.20,1.2
dominguez l,7b9471a2,inarkiev e,d6513dad,1.0,0.0,2612,2595,2004.06.20,1.2
milos g,0d344aec,krasenkow m,742cd601,0.0,1.0,2599,2609,2004.06.20,1.2
xu jun,0439b74e,harikrishna p,4fc9b09a,1.0,0.0,2608,2599,2004.06.20,1.2
kacheishvili g,244f17f2,kotronias v,03a2db23,0.0,1.0,2600,2607,2004.06.20,1.2
asrian k,2706a497,agrest e,d3cfe0ac,0.5,0.5,2605,2601,2004.06.20,1.2
smirnov p,424a52b9,bruzon l,586a6474,0.5,0.5,2601,2602,2004.06.20,1.2
delchev a,066ce928,galkin a,38aeb153,1.0,0.0,2602,2602,2004.06.20,1.2
beliavsky a,94c3bd88,barsov a,a84249ce,1.0,0.0,2667,2507,2004.06.20,1.3
mamedyarov s,80a63b5e,neverov v,91299eab,1.0,0.0,2657,2537,2004.06.20,1.3
vallejo pons f,94cf5ce8,vasquez r,dd00fa3b,0.0,1.0,2666,2523,2004.06.20,1.3
paragua m,c94d4bd9,bologan v,813d420e,0.0,1.0,2529,2665,2004.06.20,1.3
ivanov av usa,bf761773,van wely l,2f196b7e,0.0,1.0,2544,2651,2004.06.20,1.3
nikolic pr,b2830488,acs p,0443e930,0.0,1.0,2648,2548,2004.06.20,1.3
ramirez al,f34dfa35,kasimdzhanov r,1ca16e81,0.0,1.0,2542,2652,2004.06.20,1.3
vescovi g,c7917ea9,guseinov g,f508d166,0.5,0.5,2648,2548,2004.06.20,1.3
aronian l,6e4babd1,carlsen m,b48d83e4,0.5,0.5,2645,2552,2004.06.20,1.3
movsesian s,1665a52a,landa k,e1f4d799,1.0,0.0,2647,2550,2004.06.20,1.3
nakamura h,1b320381,volkov s1,55d58d29,1.0,0.0,2580,2629,2004.06.20,1.3
ye jiangchuan,ade0b9d3,garcia palermo c,34d85f41,0.5,0.5,2681,2444,2004.06.20,1.3
jobava ba,4f460e91,felgaer r,1c35e6d3,0.5,0.5,2616,2592,2004.06.20,1.3
mahjoob m,20fd26bf,azmaiparashvili z,5be4e118,0.0,1.0,2478,2679,2004.06.20,1.3
adly a,46be30fa,rublevsky s,bf6d8015,0.0,1.0,2490,2671,2004.06.20,1.3
ni hua,ac6f9384,vladimirov e,ed69bfa0,0.5,0.5,2587,2621,2004.06.20,1.3
dautov r,1b972846,kharlov a,b3cd7943,0.0,1.0,2616,2593,2004.06.20,1.3
sargissian g,1f1da42c,tiviakov s,e150b326,1.0,0.0,2614,2593,2004.06.20,1.3
inarkiev e,d6513dad,dominguez l,7b9471a2,0.5,0.5,2595,2612,2004.06.20,1.3
xu jun,0439b74e,harikrishna p,4fc9b09a,0.5,0.5,2608,2599,2004.06.20,1.3
kotronias v,03a2db23,kacheishvili g,244f17f2,1.0,0.0,2607,2600,2004.06.20,1.3
asrian k,2706a497,agrest e,d3cfe0ac,1.0,0.0,2605,2601,2004.06.20,1.3
bruzon l,586a6474,smirnov p,424a52b9,0.0,1.0,2602,2601,2004.06.20,1.3
barsov a,a84249ce,beliavsky a,94c3bd88,0.5,0.5,2507,2667,2004.06.20,1.4
neverov v,91299eab,mamedyarov s,80a63b5e,0.0,1.0,2537,2657,2004.06.20,1.4
vasquez r,dd00fa3b,vallejo pons f,94cf5ce8,0.0,1.0,2523,2666,2004.06.20,1.4
bologan v,813d420e,paragua m,c94d4bd9,1.0,0.0,2665,2529,2004.06.20,1.4
van wely l,2f196b7e,ivanov av usa,bf761773,1.0,0.0,2651,2544,2004.06.20,1.4
acs p,0443e930,nikolic pr,b2830488,0.5,0.5,2548,2648,2004.06.20,1.4
kasimdzhanov r,1ca16e81,ramirez al,f34dfa35,0.5,0.5,2652,2542,2004.06.20,1.4
guseinov g,f508d166,vescovi g,c7917ea9,1.0,0.0,2548,2648,2004.06.20,1.4
garcia palermo c,34d85f41,ye jiangchuan,ade0b9d3,0.0,1.0,2444,2681,2004.06.20,1.4
rublevsky s,bf6d8015,adly a,46be30fa,1.0,0.0,2671,2490,2004.06.20,1.4
azmaiparashvili z,5be4e118,mahjoob m,20fd26bf,1.0,0.0,2679,2478,2004.06.20,1.4
felgaer r,1c35e6d3,jobava ba,4f460e91,0.5,0.5,2592,2616,2004.06.20,1.4
kharlov a,b3cd7943,dautov r,1b972846,0.5,0.5,2593,2616,2004.06.20,1.4
vladimirov e,ed69bfa0,ni hua,ac6f9384,0.5,0.5,2621,2587,2004.06.20,1.4
kacheishvili g,244f17f2,kotronias v,03a2db23,0.5,0.5,2600,2607,2004.06.20,1.4
smirnov p,424a52b9,bruzon l,586a6474,0.5,0.5,2601,2602,2004.06.20,1.4
agrest e,d3cfe0ac,asrian k,2706a497,0.5,0.5,2601,2605,2004.06.20,1.4
dominguez l,7b9471a2,inarkiev e,d6513dad,1.0,0.0,2612,2595,2004.06.20,1.4
harikrishna p,4fc9b09a,xu jun,0439b74e,1.0,0.0,2599,2608,2004.06.20,1.4
tiviakov s,e150b326,sargissian g,1f1da42c,1.0,0.0,2593,2614,2004.06.20,1.4
carlsen m,b48d83e4,aronian l,6e4babd1,0.0,1.0,2552,2645,2004.06.20,1.4
landa k,e1f4d799,movsesian s,1665a52a,0.5,0.5,2550,2647,2004.06.20,1.4
volkov s1,55d58d29,nakamura h,1b320381,0.0,1.0,2629,2580,2004.06.20,1.4
felgaer r,1c35e6d3,jobava ba,4f460e91,0.0,1.0,2592,2616,2004.06.20,1.5
vladimirov e,ed69bfa0,ni hua,ac6f9384,1.0,0.0,2621,2587,2004.06.20,1.5
sargissian g,1f1da42c,tiviakov s,e150b326,1.0,0.0,2614,2593,2004.06.20,1.5
vasquez r,dd00fa3b,vallejo pons f,94cf5ce8,0.0,1.0,2523,2666,2004.06.20,1.5
vallejo pons f,94cf5ce8,vasquez r,dd00fa3b,0.5,0.5,2666,2523,2004.06.20,1.6
jobava ba,4f460e91,felgaer r,1c35e6d3,0.0,1.0,2616,2592,2004.06.20,1.6
ni hua,ac6f9384,vladimirov e,ed69bfa0,1.0,0.0,2587,2621,2004.06.20,1.6
tiviakov s,e150b326,sargissian g,1f1da42c,1.0,0.0,2593,2614,2004.06.20,1.6
felgaer r,1c35e6d3,jobava ba,4f460e91,1.0,0.0,2592,2616,2004.06.20,1.7
ni hua,ac6f9384,vladimirov e,ed69bfa0,1.0,0.0,2587,2621,2004.06.20,1.7
sargissian g,1f1da42c,tiviakov s,e150b326,0.0,1.0,2614,2593,2004.06.20,1.7
graf a,dd94c148,tkachiev v,b713f2a5,0.5,0.5,2656,2635,2004.06.21,2.1
sadvakasov d,2bef2fbb,bacrot e,0cee4d5e,0.0,1.0,2626,2675,2004.06.21,2.1
delchev a,066ce928,topalov v,9f5d00d7,0.0,1.0,2602,2737,2004.06.21,2.1
elarbi a,f3918ab6,smirnov p,424a52b9,0.0,1.0,2257,2601,2004.06.21,2.1
asrian k,2706a497,adams mi,091f3be2,0.5,0.5,2605,2731,2004.06.21,2.1
grischuk a,9746ee94,kotronias v,03a2db23,1.0,0.0,2719,2607,2004.06.21,2.1
harikrishna p,4fc9b09a,ivanchuk v,158cf250,0.5,0.5,2599,2716,2004.06.21,2.1
short n,d861fb34,krasenkow m,742cd601,0.0,1.0,2712,2609,2004.06.21,2.1
dominguez l,7b9471a2,malakhov v,3156311c,0.5,0.5,2612,2695,2004.06.21,2.1
nisipeanu ld,183b3b1a,tiviakov s,e150b326,1.0,0.0,2692,2593,2004.06.21,2.1
kharlov a,b3cd7943,sokolov i,5ea6eb18,1.0,0.0,2593,2690,2004.06.21,2.1
dreev a,d2182298,felgaer r,1c35e6d3,1.0,0.0,2689,2592,2004.06.21,2.1
adianto u,677cf07c,akopian vl,cc15311a,0.5,0.5,2591,2689,2004.06.21,2.1
ye jiangchuan,ade0b9d3,ni hua,ac6f9384,0.5,0.5,2681,2587,2004.06.21,2.1
anastasian a,aae129fe,neelotpal d,81bc0288,0.5,0.5,2587,2457,2004.06.21,2.1
azmaiparashvili z,5be4e118,lastin a,730cddf3,0.0,1.0,2679,2622,2004.06.21,2.1
gurevich m,e922f2a0,kozul z,69fb3d8f,0.0,1.0,2672,2627,2004.06.21,2.1
iordachescu v,30d41288,rublevsky s,bf6d8015,0.5,0.5,2627,2671,2004.06.21,2.1
radjabov t,82fe2a1b,nielsen ph,80eec8ad,0.5,0.5,2670,2628,2004.06.21,2.1
nakamura h,1b320381,aleksandrov a,2ef97e52,1.0,0.0,2580,2668,2004.06.21,2.1
beliavsky a,94c3bd88,kobalia m,59935ab9,0.5,0.5,2667,2630,2004.06.21,2.1
almasi z,934041bf,vallejo pons f,94cf5ce8,0.5,0.5,2631,2666,2004.06.21,2.1
bologan v,813d420e,moiseenko a,bf2a655e,0.5,0.5,2665,2631,2004.06.21,2.1
sulskis s,81baf2ef,sakaev k,44e5f3c6,0.0,1.0,2570,2665,2004.06.21,2.1
